vote_id,fecha,boletin,group_type,group_name,group_size,n_affirmative,n_against,n_abstention,n_no_vote,n_excused,n_substantive,n_binary,participation_substantive_pct,yes_share_binary,minority_share_binary,rice_index,modal_position,modal_count,modal_agreement_pct,modal_tie,formal_group,rice_eligible,modal_eligible,chamber_affirmative,chamber_against,chamber_abstention,chamber_no_vote,chamber_excused,chamber_binary_minority_share
88453,2026-03-23,15347-07,party,Partido Demócratas Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Liberal de Chile,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Nacional Libertario,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Por la Democracia,4,4,0,0,0,0,4,4,100.0000,1.000000,0.000000,1.000000,Afirmativo,4,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Radical de Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Republicano,28,27,0,0,1,0,27,27,96.4286,1.000000,0.000000,1.000000,Afirmativo,27,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Social Cristiano,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido Socialista,10,8,1,0,1,0,9,9,90.0000,0.888889,0.111111,0.777778,Afirmativo,8,88.8889,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Renovación Nacional,11,10,0,0,1,0,10,10,90.9091,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88453,2026-03-23,15347-07,party,Unión Demócrata Independiente,13,11,0,0,2,0,11,11,84.6154,1.000000,0.000000,1.000000,Afirmativo,11,100.0000,0,1,1,1,116,25,2,12,0,0.177305
88454,2026-03-23,15347-07,caucus,Comité Comunista e Independientes,12,0,11,0,1,0,11,11,91.6667,0.000000,0.000000,1.000000,En Contra,11,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",10,8,0,0,2,0,8,8,80.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Comité Partido Nacional Libertarios,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Comité Partido Republicano,31,30,0,0,1,0,30,30,96.7742,1.000000,0.000000,1.000000,Afirmativo,30,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Comité Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Frente Amplio,18,0,15,0,3,0,15,15,83.3333,0.000000,0.000000,1.000000,En Contra,15,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Partido Por la Democracia e Independientes,10,9,0,1,0,0,10,9,100.0000,1.000000,0.000000,1.000000,Afirmativo,9,90.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Por definir,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,0,0,0,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,"Renovación Nacional, Evopoli e Independientes",16,15,0,0,1,0,15,15,93.7500,1.000000,0.000000,1.000000,Afirmativo,15,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,"Socialista, Liberal, Radical e Independientes",15,13,1,0,1,0,14,14,93.3333,0.928571,0.071429,0.857143,Afirmativo,13,92.8571,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,caucus,Unión Demócrata Independiente,18,16,0,0,2,0,16,16,88.8889,1.000000,0.000000,1.000000,Afirmativo,16,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Evolución Política,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Federación Regionalista Verde Social,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Frente Amplio,16,0,13,0,3,0,13,13,81.2500,0.000000,0.000000,1.000000,En Contra,13,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Independientes,25,18,4,1,2,0,23,22,92.0000,0.818182,0.181818,0.636364,Afirmativo,18,78.2609,0,0,0,0,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Acción Humanista,1,0,1,0,0,0,1,1,100.0000,0.000000,0.000000,1.000000,En Contra,1,100.0000,0,0,0,0,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Comunista,8,0,8,0,0,0,8,8,100.0000,0.000000,0.000000,1.000000,En Contra,8,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Demócrata Cristiano,7,6,0,0,1,0,6,6,85.7143,1.000000,0.000000,1.000000,Afirmativo,6,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Demócratas Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Liberal de Chile,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Nacional Libertario,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Por la Democracia,4,4,0,0,0,0,4,4,100.0000,1.000000,0.000000,1.000000,Afirmativo,4,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Radical de Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Republicano,28,27,0,0,1,0,27,27,96.4286,1.000000,0.000000,1.000000,Afirmativo,27,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Social Cristiano,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido Socialista,10,8,1,0,1,0,9,9,90.0000,0.888889,0.111111,0.777778,Afirmativo,8,88.8889,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Renovación Nacional,11,10,0,0,1,0,10,10,90.9091,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88454,2026-03-23,15347-07,party,Unión Demócrata Independiente,13,11,0,0,2,0,11,11,84.6154,1.000000,0.000000,1.000000,Afirmativo,11,100.0000,0,1,1,1,115,27,1,12,0,0.190141
88455,2026-03-23,15347-07,caucus,Comité Comunista e Independientes,12,0,11,0,1,0,11,11,91.6667,0.000000,0.000000,1.000000,En Contra,11,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",10,8,0,0,2,0,8,8,80.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Comité Partido Nacional Libertarios,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Comité Partido Republicano,31,30,0,0,1,0,30,30,96.7742,1.000000,0.000000,1.000000,Afirmativo,30,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Comité Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Frente Amplio,18,2,13,0,3,0,15,15,83.3333,0.133333,0.133333,0.733333,En Contra,13,86.6667,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Partido Por la Democracia e Independientes,10,10,0,0,0,0,10,10,100.0000,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Por definir,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,0,0,0,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,"Renovación Nacional, Evopoli e Independientes",16,15,0,0,1,0,15,15,93.7500,1.000000,0.000000,1.000000,Afirmativo,15,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,"Socialista, Liberal, Radical e Independientes",15,13,1,0,1,0,14,14,93.3333,0.928571,0.071429,0.857143,Afirmativo,13,92.8571,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,caucus,Unión Demócrata Independiente,18,16,0,0,2,0,16,16,88.8889,1.000000,0.000000,1.000000,Afirmativo,16,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Evolución Política,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Federación Regionalista Verde Social,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Frente Amplio,16,2,11,0,3,0,13,13,81.2500,0.153846,0.153846,0.692308,En Contra,11,84.6154,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Independientes,25,19,4,0,2,0,23,23,92.0000,0.826087,0.173913,0.652174,Afirmativo,19,82.6087,0,0,0,0,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Acción Humanista,1,0,1,0,0,0,1,1,100.0000,0.000000,0.000000,1.000000,En Contra,1,100.0000,0,0,0,0,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Comunista,8,0,8,0,0,0,8,8,100.0000,0.000000,0.000000,1.000000,En Contra,8,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Demócrata Cristiano,7,6,0,0,1,0,6,6,85.7143,1.000000,0.000000,1.000000,Afirmativo,6,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Demócratas Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Liberal de Chile,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Nacional Libertario,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Por la Democracia,4,4,0,0,0,0,4,4,100.0000,1.000000,0.000000,1.000000,Afirmativo,4,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Radical de Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Republicano,28,27,0,0,1,0,27,27,96.4286,1.000000,0.000000,1.000000,Afirmativo,27,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Social Cristiano,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido Socialista,10,8,1,0,1,0,9,9,90.0000,0.888889,0.111111,0.777778,Afirmativo,8,88.8889,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Renovación Nacional,11,10,0,0,1,0,10,10,90.9091,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88455,2026-03-23,15347-07,party,Unión Demócrata Independiente,13,11,0,0,2,0,11,11,84.6154,1.000000,0.000000,1.000000,Afirmativo,11,100.0000,0,1,1,1,118,25,0,12,0,0.174825
88456,2026-03-23,15347-07,caucus,Comité Comunista e Independientes,12,11,0,0,1,0,11,11,91.6667,1.000000,0.000000,1.000000,Afirmativo,11,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",10,8,0,0,2,0,8,8,80.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Comité Partido Nacional Libertarios,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Comité Partido Republicano,31,30,0,0,1,0,30,30,96.7742,1.000000,0.000000,1.000000,Afirmativo,30,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Comité Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Frente Amplio,18,15,0,0,3,0,15,15,83.3333,1.000000,0.000000,1.000000,Afirmativo,15,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Partido Por la Democracia e Independientes,10,10,0,0,0,0,10,10,100.0000,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Por definir,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,0,0,0,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,"Renovación Nacional, Evopoli e Independientes",16,15,0,0,1,0,15,15,93.7500,1.000000,0.000000,1.000000,Afirmativo,15,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,"Socialista, Liberal, Radical e Independientes",15,13,1,0,1,0,14,14,93.3333,0.928571,0.071429,0.857143,Afirmativo,13,92.8571,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,caucus,Unión Demócrata Independiente,18,16,0,0,2,0,16,16,88.8889,1.000000,0.000000,1.000000,Afirmativo,16,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Evolución Política,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Federación Regionalista Verde Social,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Frente Amplio,16,13,0,0,3,0,13,13,81.2500,1.000000,0.000000,1.000000,Afirmativo,13,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Independientes,25,23,0,0,2,0,23,23,92.0000,1.000000,0.000000,1.000000,Afirmativo,23,100.0000,0,0,0,0,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Acción Humanista,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Comunista,8,8,0,0,0,0,8,8,100.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Demócrata Cristiano,7,6,0,0,1,0,6,6,85.7143,1.000000,0.000000,1.000000,Afirmativo,6,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Demócratas Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Liberal de Chile,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Nacional Libertario,8,7,0,0,1,0,7,7,87.5000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Por la Democracia,4,4,0,0,0,0,4,4,100.0000,1.000000,0.000000,1.000000,Afirmativo,4,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Radical de Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Republicano,28,27,0,0,1,0,27,27,96.4286,1.000000,0.000000,1.000000,Afirmativo,27,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Social Cristiano,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido Socialista,10,8,1,0,1,0,9,9,90.0000,0.888889,0.111111,0.777778,Afirmativo,8,88.8889,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Renovación Nacional,11,10,0,0,1,0,10,10,90.9091,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88456,2026-03-23,15347-07,party,Unión Demócrata Independiente,13,11,0,0,2,0,11,11,84.6154,1.000000,0.000000,1.000000,Afirmativo,11,100.0000,0,1,1,1,142,1,0,12,0,0.006993
88472,2026-03-24,17737-14,caucus,Comité Comunista e Independientes,12,12,0,0,0,0,12,12,100.0000,1.000000,0.000000,1.000000,Afirmativo,12,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",10,10,0,0,0,0,10,10,100.0000,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Comité Partido Nacional Libertarios,8,8,0,0,0,0,8,8,100.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Comité Partido Republicano,31,30,0,0,1,0,30,30,96.7742,1.000000,0.000000,1.000000,Afirmativo,30,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Comité Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Frente Amplio,18,16,0,0,2,0,16,16,88.8889,1.000000,0.000000,1.000000,Afirmativo,16,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Partido Por la Democracia e Independientes,10,10,0,0,0,0,10,10,100.0000,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Por definir,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,0,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,"Renovación Nacional, Evopoli e Independientes",16,15,0,0,1,0,15,15,93.7500,1.000000,0.000000,1.000000,Afirmativo,15,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,"Socialista, Liberal, Radical e Independientes",15,14,0,1,0,0,15,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,93.3333,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,caucus,Unión Demócrata Independiente,18,17,0,0,1,0,17,17,94.4444,1.000000,0.000000,1.000000,Afirmativo,17,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Evolución Política,2,2,0,0,0,0,2,2,100.0000,1.000000,0.000000,1.000000,Afirmativo,2,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Federación Regionalista Verde Social,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Frente Amplio,16,14,0,0,2,0,14,14,87.5000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Independientes,25,25,0,0,0,0,25,25,100.0000,1.000000,0.000000,1.000000,Afirmativo,25,100.0000,0,0,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Acción Humanista,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Comunista,8,8,0,0,0,0,8,8,100.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Demócrata Cristiano,7,7,0,0,0,0,7,7,100.0000,1.000000,0.000000,1.000000,Afirmativo,7,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Demócratas Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Liberal de Chile,2,1,0,1,0,0,2,1,100.0000,1.000000,0.000000,1.000000,,1,50.0000,1,1,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Nacional Libertario,8,8,0,0,0,0,8,8,100.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Por la Democracia,4,4,0,0,0,0,4,4,100.0000,1.000000,0.000000,1.000000,Afirmativo,4,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Radical de Chile,1,1,0,0,0,0,1,1,100.0000,1.000000,0.000000,1.000000,Afirmativo,1,100.0000,0,0,0,0,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Republicano,28,27,0,0,1,0,27,27,96.4286,1.000000,0.000000,1.000000,Afirmativo,27,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Social Cristiano,3,3,0,0,0,0,3,3,100.0000,1.000000,0.000000,1.000000,Afirmativo,3,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido Socialista,10,10,0,0,0,0,10,10,100.0000,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Partido de la Gente,14,14,0,0,0,0,14,14,100.0000,1.000000,0.000000,1.000000,Afirmativo,14,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Renovación Nacional,11,10,0,0,1,0,10,10,90.9091,1.000000,0.000000,1.000000,Afirmativo,10,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88472,2026-03-24,17737-14,party,Unión Demócrata Independiente,13,12,0,0,1,0,12,12,92.3077,1.000000,0.000000,1.000000,Afirmativo,12,100.0000,0,1,1,1,149,0,1,5,0,0.000000
88474,2026-03-24,17474-06,caucus,Comité Comunista e Independientes,12,0,12,0,0,0,12,12,100.0000,0.000000,0.000000,1.000000,En Contra,12,100.0000,0,1,1,1,95,48,7,5,0,0.335664
88474,2026-03-24,17474-06,caucus,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",10,4,5,1,0,0,10,9,100.0000,0.444444,0.444444,0.111111,En Contra,5,50.0000,0,1,1,1,95,48,7,5,0,0.335664
88474,2026-03-24,17474-06,caucus,Comité Partido Nacional Libertarios,8,8,0,0,0,0,8,8,100.0000,1.000000,0.000000,1.000000,Afirmativo,8,100.0000,0,1,1,1,95,48,7,5,0,0.335664
88474,2026-03-24,17474-06,caucus,Comité Partido Republicano,31,30,0,0,1,0,30,30,96.7742,1.000000,0.000000,1.000000,Afirmativo,30,100.0000,0,1,1,1,95,48,7,5,0,0.335664
